#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:23:01;
6;
TA_Salle_de_Reunion	0	5000	255,0,0;
CO_Salle_de_Reunion	0	5000	0,64,0;
DBS_Salle_de_Reunion	0	5000	0,0,128;
DBE_Salle_de_Reunion	0	5000	128,0,128;
TA_Vestiaires_H	0	5000	255,255,0;
TA_Vestiaires_F	0	5000	255,128,128;

#!(s);Date;Time;TA_Salle_de_Reunion;CO_Salle_de_Reunion;DBS_Salle_de_Reunion;DBE_Salle_de_Reunion;TA_Vestiaires_H;TA_Vestiaires_F;
1739546760;14.02.2025;15:26:00;20.1;384;0;173;20.2;19.3;
1739547663;14.02.2025;15:41:03;19.9;384;0;180;20.2;19.3;
1739548566;14.02.2025;15:56:06;20;384;0;151;20.1;19.3;
1739549469;14.02.2025;16:11:09;19.8;384;0;133;20.1;19.3;
1739550372;14.02.2025;16:26:12;19.5;384;0;180;20.2;19.3;
1739551274;14.02.2025;16:41:14;19.9;384;0;140;20.2;19.3;
1739552177;14.02.2025;16:56:17;19.8;384;0;180;20.3;19.3;
1739553080;14.02.2025;17:11:20;19.4;384;0;194;20.3;19.4;
1739553982;14.02.2025;17:26:22;19.2;384;0;151;20.2;19.4;
1739554885;14.02.2025;17:41:25;19.2;384;0;151;20.2;19.4;
1739555788;14.02.2025;17:56:28;19.1;384;0;166;20.2;19.4;
1739556691;14.02.2025;18:11:31;19.1;384;0;151;20.2;19.4;
1739557593;14.02.2025;18:26:33;19.1;384;0;173;20.2;19.4;
1739558496;14.02.2025;18:41:36;14.9;384;0;54;20.2;19.3;
1739559399;14.02.2025;18:56:39;14.9;384;0;47;20.2;19.4;
1739560302;14.02.2025;19:11:42;14.9;384;0;47;20.2;19.3;
1739561204;14.02.2025;19:26:44;15;384;0;47;20.2;19.3;
1739562107;14.02.2025;19:41:47;15.2;384;0;47;20.2;19.4;
1739563010;14.02.2025;19:56:50;15.4;384;0;47;20.2;19.3;
1739563913;14.02.2025;20:11:53;15.3;384;0;47;20.2;19.4;
1739564815;14.02.2025;20:26:55;15.5;384;0;54;20.2;19.4;
1739565718;14.02.2025;20:41:58;15.4;384;0;47;20.2;19.4;
1739566621;14.02.2025;20:57:01;15.5;384;0;54;20.2;19.4;
1739567524;14.02.2025;21:12:04;15.5;384;0;47;20.2;19.4;
1739568427;14.02.2025;21:27:07;15.4;384;0;47;20.2;19.4;
1739569329;14.02.2025;21:42:09;15.4;384;0;47;20.2;19.4;
1739570232;14.02.2025;21:57:12;15.5;384;0;47;20.2;19.4;
1739571135;14.02.2025;22:12:15;15.4;384;0;47;20.2;19.4;
1739572038;14.02.2025;22:27:18;15.4;384;0;47;20.2;19.4;
1739572941;14.02.2025;22:42:21;15.4;384;0;47;20.2;19.4;
1739573843;14.02.2025;22:57:23;15.4;384;0;47;20.2;19.4;
1739574746;14.02.2025;23:12:26;15.5;384;0;47;20.2;19.4;
1739575649;14.02.2025;23:27:29;15.5;384;0;47;20.2;19.4;
1739576552;14.02.2025;23:42:32;15.4;384;0;47;20.2;19.4;
1739577454;14.02.2025;23:57:34;15.5;384;0;47;20.2;19.4;
1739578357;15.02.2025;00:12:37;15.4;384;0;47;20.2;19.4;
1739579260;15.02.2025;00:27:40;15.5;384;0;47;20.2;19.4;
1739580163;15.02.2025;00:42:43;15.5;384;0;47;20.2;19.4;
1739581065;15.02.2025;00:57:45;15.5;384;0;47;20.2;19.4;
1739581968;15.02.2025;01:12:48;15.4;384;0;47;20.2;19.4;
1739582871;15.02.2025;01:27:51;15.4;384;0;47;20.2;19.4;
1739583774;15.02.2025;01:42:54;15.5;384;0;47;20.2;19.4;
1739584676;15.02.2025;01:57:56;15.4;384;0;47;20.2;19.4;
1739585579;15.02.2025;02:12:59;15.5;384;0;47;20.2;19.4;
1739586482;15.02.2025;02:28:02;15.5;384;0;47;20.2;19.4;
1739587384;15.02.2025;02:43:04;15.5;384;0;47;20.2;19.4;
1739588287;15.02.2025;02:58:07;15.6;384;0;47;20.2;19.4;
1739589190;15.02.2025;03:13:10;19.2;384;0;158;20.2;19.4;
1739590093;15.02.2025;03:28:13;19.8;384;0;151;20.2;19.4;
1739590995;15.02.2025;03:43:15;19.9;384;0;158;20.2;19.4;
1739591898;15.02.2025;03:58:18;19.9;384;0;173;20.2;19.4;
1739592801;15.02.2025;04:13:21;19.7;384;0;180;20.2;19.4;
1739593703;15.02.2025;04:28:23;19.5;384;0;180;20.2;19.4;
1739594606;15.02.2025;04:43:26;19.3;384;0;158;20.2;19.4;
1739595509;15.02.2025;04:58:29;19.2;384;0;180;20.2;19.4;
1739596411;15.02.2025;05:13:31;19.1;384;0;140;20.2;19.4;
1739597314;15.02.2025;05:28:34;19.1;384;0;173;20.2;19.4;
1739598217;15.02.2025;05:43:37;19;384;0;173;20.2;19.4;
1739599119;15.02.2025;05:58:39;18.9;384;0;166;20.2;19.4;
1739600022;15.02.2025;06:13:42;18.9;384;0;140;20.2;19.4;
1739600925;15.02.2025;06:28:45;19;384;0;180;20.2;19.4;
1739601827;15.02.2025;06:43:47;19.2;384;0;180;20.2;19.4;
1739602728;15.02.2025;06:58:48;19.3;384;0;151;20.2;19.4;
1739603631;15.02.2025;07:13:51;19.1;384;0;166;20.2;19.4;
1739604534;15.02.2025;07:28:54;18.9;384;0;166;20.2;19.4;
1739605436;15.02.2025;07:43:56;18.9;384;0;148;20.2;19.4;
1739606339;15.02.2025;07:58:59;18.7;384;0;173;20.1;19.4;
1739607242;15.02.2025;08:14:02;18.8;384;0;166;20.1;19.4;
1739608144;15.02.2025;08:29:04;18.7;384;0;158;20.1;19.4;
1739609047;15.02.2025;08:44:07;19;384;0;158;20.1;19.4;
1739609950;15.02.2025;08:59:10;19.5;384;0;158;20.1;19.4;
1739610852;15.02.2025;09:14:12;19.9;384;0;166;20.1;19.4;
1739611755;15.02.2025;09:29:15;20.3;384;0;158;20.1;19.4;
1739612658;15.02.2025;09:44:18;20.4;384;0;166;20.1;19.4;
1739613561;15.02.2025;09:59:21;20.7;384;0;140;20.1;19.3;
1739614463;15.02.2025;10:14:23;20.9;384;0;166;20.1;19.3;
1739615366;15.02.2025;10:29:26;20.9;384;0;166;20.1;19.3;
1739616269;15.02.2025;10:44:29;20.6;384;0;173;20.1;19.3;
1739617172;15.02.2025;10:59:32;20.2;384;0;158;20.1;19.3;
1739618074;15.02.2025;11:14:34;20.1;384;0;158;20.1;19.3;
1739618977;15.02.2025;11:29:37;20.3;384;0;173;20.1;19.3;
1739619880;15.02.2025;11:44:40;19.8;384;0;151;20.1;19.3;
1739620782;15.02.2025;11:59:42;19.8;384;0;187;20.1;19.3;
1739621685;15.02.2025;12:14:45;19.8;384;0;158;20.1;19.3;
1739622588;15.02.2025;12:29:48;19.5;384;0;133;20.1;19.3;
1739623491;15.02.2025;12:44:51;19.5;384;0;166;20;19.3;
1739624394;15.02.2025;12:59:54;19.4;384;0;173;20;19.3;
1739625296;15.02.2025;13:14:56;19.4;384;0;166;20.1;19.3;
1739626199;15.02.2025;13:29:59;19.2;384;0;187;20;19.3;
1739627102;15.02.2025;13:45:02;19.1;384;0;187;20.1;19.3;
1739628004;15.02.2025;14:00:04;19.1;384;0;151;20;19.3;
1739628907;15.02.2025;14:15:07;18.6;384;0;173;20;19.3;
1739629810;15.02.2025;14:30:10;19.1;384;0;158;20;19.3;
1739630713;15.02.2025;14:45:13;18.9;384;0;148;20.1;19.3;
1739631615;15.02.2025;15:00:15;19.1;384;0;187;20;19.3;
1739632518;15.02.2025;15:15:18;19;384;0;158;20;19.3;
1739633421;15.02.2025;15:30:21;19;384;0;148;20;19.3;
1739634324;15.02.2025;15:45:24;18.7;384;0;166;20;19.3;
1739635226;15.02.2025;16:00:26;19;384;0;158;20;19.3;
1739636129;15.02.2025;16:15:29;19;384;0;194;20;19.3;
1739637032;15.02.2025;16:30:32;19.3;384;0;173;20;19.3;
1739637934;15.02.2025;16:45:34;19.4;384;0;133;20.1;19.2;
1739638837;15.02.2025;17:00:37;19.3;384;0;198;20;19.3;
1739639740;15.02.2025;17:15:40;19.2;384;0;180;20;19.2;
1739640642;15.02.2025;17:30:42;19.3;384;0;158;20;19.2;
1739641545;15.02.2025;17:45:45;19.2;384;0;119;20;19.3;
1739642448;15.02.2025;18:00:48;19.1;384;0;180;20;19.2;
1739643350;15.02.2025;18:15:50;14.9;384;0;47;20;19.2;
1739644253;15.02.2025;18:30:53;14.9;384;0;47;20;19.2;
1739645156;15.02.2025;18:45:56;15;384;0;47;20;19.2;
1739646059;15.02.2025;19:00:59;15.2;384;0;47;20;19.2;
1739646962;15.02.2025;19:16:02;15.2;384;0;47;20;19.2;
1739647864;15.02.2025;19:31:04;15.4;384;0;47;20;19.2;
1739648767;15.02.2025;19:46:07;15.4;384;0;47;20;19.2;
1739649670;15.02.2025;20:01:10;15.5;384;0;47;20;19.2;
1739650573;15.02.2025;20:16:13;15.5;384;0;47;20;19.2;
1739651475;15.02.2025;20:31:15;15.4;384;0;47;20.1;19.3;
1739652378;15.02.2025;20:46:18;15.4;384;0;47;20.1;19.3;
1739653281;15.02.2025;21:01:21;15.4;384;0;47;20.1;19.3;
1739654184;15.02.2025;21:16:24;15.4;384;0;47;20.1;19.3;
1739655086;15.02.2025;21:31:26;15.5;384;0;47;20.1;19.3;
1739655989;15.02.2025;21:46:29;15.5;384;0;47;20.1;19.3;
1739656892;15.02.2025;22:01:32;15.5;384;0;47;20.1;19.3;
1739657795;15.02.2025;22:16:35;15.4;384;0;47;20.1;19.3;
1739658697;15.02.2025;22:31:37;15.5;384;0;47;20.1;19.3;
1739659600;15.02.2025;22:46:40;15.4;384;0;47;20.1;19.3;
1739660503;15.02.2025;23:01:43;15.5;384;0;47;20.1;19.3;
1739661406;15.02.2025;23:16:46;15.6;384;0;47;20.1;19.3;
1739662309;15.02.2025;23:31:49;15.5;384;0;47;20.1;19.3;
1739663211;15.02.2025;23:46:51;15.6;384;0;47;20.1;19.3;
1739664114;16.02.2025;00:01:54;15.5;384;0;47;20.1;19.3;
1739665017;16.02.2025;00:16:57;15.6;384;0;47;20.1;19.3;
1739665920;16.02.2025;00:32:00;15.6;384;0;47;20.1;19.3;
1739666822;16.02.2025;00:47:02;15.6;384;0;47;20.1;19.3;
1739667725;16.02.2025;01:02:05;15.5;384;0;47;20.1;19.3;
1739668628;16.02.2025;01:17:08;15.5;384;0;47;20.1;19.3;
1739669530;16.02.2025;01:32:10;15.5;384;0;47;20.1;19.3;
1739670433;16.02.2025;01:47:13;15.5;384;0;47;20.1;19.3;
1739671336;16.02.2025;02:02:16;15.6;384;0;47;20.1;19.3;
1739672239;16.02.2025;02:17:19;15.6;384;0;47;20.1;19.3;
1739673142;16.02.2025;02:32:22;15.6;384;0;47;20.1;19.3;
1739674044;16.02.2025;02:47:24;15.6;384;0;47;20.1;19.3;
1739674947;16.02.2025;03:02:27;16.8;384;0;187;20.1;19.3;
1739675848;16.02.2025;03:17:28;19.4;384;0;166;20.1;19.3;
1739676750;16.02.2025;03:32:30;19.8;384;0;148;20.1;19.3;
1739677653;16.02.2025;03:47:33;19.9;384;0;166;20.1;19.3;
1739678556;16.02.2025;04:02:36;19.9;384;0;140;20.1;19.3;
1739679458;16.02.2025;04:17:38;19.4;384;0;148;20.1;19.3;
1739680361;16.02.2025;04:32:41;19.2;384;0;158;20.1;19.3;
1739681264;16.02.2025;04:47:44;19.3;384;0;173;20.1;19.3;
1739682166;16.02.2025;05:02:46;19.2;384;0;212;20;19.3;
1739683069;16.02.2025;05:17:49;19.2;384;0;194;20;19.3;
1739683972;16.02.2025;05:32:52;19.1;384;0;173;20;19.3;
1739684874;16.02.2025;05:47:54;19;384;0;166;20;19.3;
1739685777;16.02.2025;06:02:57;19;384;0;151;20;19.3;
1739686680;16.02.2025;06:18:00;18.8;384;0;148;20;19.3;
1739687582;16.02.2025;06:33:02;18.8;384;0;194;20;19.3;
1739688485;16.02.2025;06:48:05;19;384;0;166;20;19.3;
1739689388;16.02.2025;07:03:08;19.2;384;0;198;20;19.3;
1739690290;16.02.2025;07:18:10;19.2;384;0;187;20;19.3;
1739691193;16.02.2025;07:33:13;19.5;384;0;173;20;19.3;
1739692096;16.02.2025;07:48:16;19.4;384;0;166;20;19.3;
1739692998;16.02.2025;08:03:18;19.1;384;0;158;20;19.3;
1739693901;16.02.2025;08:18:21;18.9;384;0;180;20;19.2;
1739694804;16.02.2025;08:33:24;18.9;384;0;180;20;19.3;
1739695706;16.02.2025;08:48:26;18.9;384;0;126;20;19.2;
1739696609;16.02.2025;09:03:29;19.1;384;0;151;20;19.3;
1739697512;16.02.2025;09:18:32;19.5;384;0;205;20;19.3;
1739698415;16.02.2025;09:33:35;19.8;384;0;166;20;19.2;
1739699317;16.02.2025;09:48:37;19.9;384;0;151;20;19.3;
1739700220;16.02.2025;10:03:40;20.3;384;0;158;20;19.2;
1739701123;16.02.2025;10:18:43;20.5;384;0;166;20;19.2;
1739702025;16.02.2025;10:33:45;20.5;384;0;158;20;19.3;
1739702928;16.02.2025;10:48:48;20.5;384;0;194;20;19.3;
1739703831;16.02.2025;11:03:51;20.5;384;0;158;20;19.3;
1739704734;16.02.2025;11:18:54;20.4;384;0;166;20;19.2;
1739705636;16.02.2025;11:33:56;20.1;384;0;205;20;19.2;
1739706539;16.02.2025;11:48:59;20.2;384;0;133;20;19.2;
1739707442;16.02.2025;12:04:02;20.1;384;0;173;20;19.2;
1739708345;16.02.2025;12:19:05;20.1;384;0;140;20;19.2;
1739709247;16.02.2025;12:34:07;19.8;384;0;173;20;19.2;
1739710150;16.02.2025;12:49:10;19.7;384;0;166;20;19.2;
1739711053;16.02.2025;13:04:13;19.5;384;0;158;19.9;19.2;
1739711955;16.02.2025;13:19:15;19.2;384;0;173;19.9;19.2;
1739712858;16.02.2025;13:34:18;19.3;384;0;180;19.9;19.2;
1739713761;16.02.2025;13:49:21;19.3;384;0;173;19.9;19.2;
1739714664;16.02.2025;14:04:24;19.2;384;0;180;19.9;19.2;
1739715567;16.02.2025;14:19:27;19.2;384;0;166;20;19.2;
1739716469;16.02.2025;14:34:29;19.2;384;0;173;20;19.2;
1739717372;16.02.2025;14:49:32;19.1;384;0;151;19.9;19.2;
1739718275;16.02.2025;15:04:35;19;384;0;166;20;19.2;
1739719177;16.02.2025;15:19:37;18.7;384;0;180;19.9;19.2;
1739720080;16.02.2025;15:34:40;19.1;384;0;151;20;19.2;
1739720983;16.02.2025;15:49:43;19.3;384;0;173;19.9;19.2;
1739721886;16.02.2025;16:04:46;19.2;384;0;180;20;19.2;
1739722789;16.02.2025;16:19:49;19.4;384;0;148;20;19.2;
1739723691;16.02.2025;16:34:51;19.3;384;0;220;19.9;19.2;
1739724594;16.02.2025;16:49:54;19.2;384;0;173;19.9;19.2;
1739725497;16.02.2025;17:04:57;19.2;384;0;187;19.9;19.2;
1739726399;16.02.2025;17:19:59;19.2;384;0;187;19.9;19.2;
1739727302;16.02.2025;17:35:02;19.1;384;0;194;19.9;19.2;
1739728205;16.02.2025;17:50:05;19.1;384;0;151;19.9;19.2;
1739729108;16.02.2025;18:05:08;15.6;384;0;40;19.9;19.2;
1739730010;16.02.2025;18:20:10;14.9;384;0;40;19.9;19.2;
1739730913;16.02.2025;18:35:13;14.9;384;0;47;19.9;19.2;
1739731816;16.02.2025;18:50:16;15;384;0;47;19.9;19.2;
1739732719;16.02.2025;19:05:19;15.1;384;0;40;20;19.2;
1739733621;16.02.2025;19:20:21;15.1;384;0;47;20;19.2;
1739734524;16.02.2025;19:35:24;15.2;384;0;40;20;19.2;
1739735427;16.02.2025;19:50:27;15.4;384;0;47;20;19.2;
1739736330;16.02.2025;20:05:30;15.4;384;0;47;20;19.2;
1739737232;16.02.2025;20:20:32;15.5;384;0;40;20;19.2;
1739738135;16.02.2025;20:35:35;15.5;384;0;40;20;19.2;
1739739038;16.02.2025;20:50:38;15.4;384;0;40;20;19.2;
1739739941;16.02.2025;21:05:41;15.5;384;0;40;20;19.2;
1739740844;16.02.2025;21:20:44;15.4;384;0;40;20;19.2;
1739741746;16.02.2025;21:35:46;15.4;384;0;40;20;19.3;
1739742649;16.02.2025;21:50:49;15.5;384;0;47;20;19.3;
1739743552;16.02.2025;22:05:52;15.4;384;0;40;20;19.3;
1739744455;16.02.2025;22:20:55;15.4;384;0;47;20;19.3;
1739745357;16.02.2025;22:35:57;15.5;384;0;40;20.1;19.3;
1739746260;16.02.2025;22:51:00;15.4;384;0;40;20;19.3;
1739747163;16.02.2025;23:06:03;15.4;384;0;40;20;19.3;
1739748066;16.02.2025;23:21:06;15.5;384;0;40;20.1;19.3;
1739748968;16.02.2025;23:36:08;15.4;384;0;40;20.1;19.3;
1739749871;16.02.2025;23:51:11;15.4;384;0;40;20.1;19.3;
1739750774;17.02.2025;00:06:14;15.5;384;0;40;20.1;19.3;
1739751676;17.02.2025;00:21:16;15.5;384;0;40;20.1;19.3;
1739752579;17.02.2025;00:36:19;15.5;384;0;40;20.1;19.3;
1739753482;17.02.2025;00:51:22;15.5;384;0;40;20.1;19.3;
1739754385;17.02.2025;01:06:25;15.4;384;0;40;20.1;19.3;
1739755287;17.02.2025;01:21:27;15.5;384;0;40;20.1;19.3;
1739756190;17.02.2025;01:36:30;15.5;384;0;40;20.1;19.3;
1739757093;17.02.2025;01:51:33;15.4;384;0;40;20.1;19.3;
1739757996;17.02.2025;02:06:36;15.4;384;0;40;20.1;19.3;
1739758898;17.02.2025;02:21:38;15.4;384;0;40;20.1;19.3;
1739759801;17.02.2025;02:36:41;15.5;384;0;40;20.1;19.3;
1739760704;17.02.2025;02:51:44;15.4;384;0;40;20.1;19.3;
1739761606;17.02.2025;03:06:46;18.3;384;0;173;20.1;19.3;
1739762509;17.02.2025;03:21:49;19.5;384;0;187;20.1;19.4;
1739763412;17.02.2025;03:36:52;19.8;384;0;94;20.1;19.3;
1739764314;17.02.2025;03:51:54;19.8;384;0;194;20.1;19.3;
1739765217;17.02.2025;04:06:57;19.5;384;0;173;20.1;19.3;
1739766120;17.02.2025;04:22:00;19.4;384;0;180;20.1;19.3;
1739767022;17.02.2025;04:37:02;19.4;384;0;166;20.1;19.3;
1739767925;17.02.2025;04:52:05;19.2;384;0;173;20.1;19.3;
1739768828;17.02.2025;05:07:08;19.1;384;0;166;20;19.3;
1739769730;17.02.2025;05:22:10;19;384;0;194;20.1;19.3;
1739770633;17.02.2025;05:37:13;18.9;384;0;205;20.1;19.3;
1739771536;17.02.2025;05:52:16;18.8;384;0;194;19.9;19.3;
1739772438;17.02.2025;06:07:18;18.9;384;0;151;20;19.3;
1739773341;17.02.2025;06:22:21;19;384;0;173;20;19.3;
1739774244;17.02.2025;06:37:24;19.3;384;0;187;20;19.4;
1739775147;17.02.2025;06:52:27;19.2;384;0;166;20;19.3;
1739776049;17.02.2025;07:07:29;19.1;384;0;151;20;19.4;
1739776952;17.02.2025;07:22:32;19;384;0;158;20;19.4;
1739777855;17.02.2025;07:37:35;19;384;0;166;20.1;19.4;
1739778757;17.02.2025;07:52:37;18.9;384;0;126;20.1;19.4;
1739779660;17.02.2025;08:07:40;19;384;0;173;20.1;19.4;
1739780563;17.02.2025;08:22:43;19;384;0;205;20.1;19.4;
1739781465;17.02.2025;08:37:45;19.2;384;0;194;20.1;19.4;
1739782368;17.02.2025;08:52:48;19.3;384;0;173;20.1;19.4;
1739783271;17.02.2025;09:07:51;19.4;384;0;187;20.1;19.4;
1739784173;17.02.2025;09:22:53;19.5;384;0;194;20.1;19.4;
1739785076;17.02.2025;09:37:56;19.8;384;0;180;20.1;19.4;
1739785979;17.02.2025;09:52:59;20.1;384;0;187;20.1;19.5;
1739786882;17.02.2025;10:08:02;20.3;384;0;187;20.1;19.5;
1739787784;17.02.2025;10:23:04;20.4;384;0;166;20.3;19.4;
1739788687;17.02.2025;10:38:07;20.7;384;0;148;20.2;19.4;
1739789590;17.02.2025;10:53:10;20.8;384;0;148;20.2;19.4;
1739790492;17.02.2025;11:08:12;20.8;384;0;180;20.3;19.4;
1739791395;17.02.2025;11:23:15;20.8;384;0;187;20.2;19.4;
1739792298;17.02.2025;11:38:18;20.7;384;0;158;20.5;19.4;
1739793201;17.02.2025;11:53:21;20.8;384;0;180;20.3;19.4;
1739794103;17.02.2025;12:08:23;21;384;0;151;20.3;19.4;
1739795006;17.02.2025;12:23:26;20.8;384;0;198;20.3;19.4;
1739795909;17.02.2025;12:38:29;20.6;384;0;166;20.2;19.4;
1739796812;17.02.2025;12:53:32;20.6;384;0;158;20.3;19.4;
1739797714;17.02.2025;13:08:34;20.7;384;0;198;20.3;19.4;
1739798617;17.02.2025;13:23:37;20.7;384;0;140;20.2;19.3;
1739799520;17.02.2025;13:38:40;20.5;384;0;173;20.2;19.3;
1739800422;17.02.2025;13:53:42;20.4;384;0;180;20.5;19.3;
1739801325;17.02.2025;14:08:45;20.6;384;0;151;20.3;19.3;
1739802228;17.02.2025;14:23:48;20.6;384;0;166;20.3;19.4;
1739803131;17.02.2025;14:38:51;20.5;384;0;173;20.5;19.3;
1739804033;17.02.2025;14:53:53;20.6;384;0;180;20.4;19.3;
1739804936;17.02.2025;15:08:56;20.6;384;0;173;20.4;19.3;
1739805839;17.02.2025;15:23:59;20.5;384;0;133;20.3;19.4;
1739806742;17.02.2025;15:39:02;20.5;384;0;166;20.4;19.3;
1739807644;17.02.2025;15:54:04;20.4;384;0;194;20.5;19.4;
1739808547;17.02.2025;16:09:07;19.9;384;0;158;20.6;19.4;
1739809450;17.02.2025;16:24:10;19.9;384;0;158;20.6;19.4;
1739810352;17.02.2025;16:39:12;20.4;384;0;166;20.7;19.4;
1739811254;17.02.2025;16:54:14;20.4;384;0;187;20.6;19.4;
1739812156;17.02.2025;17:09:16;20.1;384;0;166;20.5;19.4;
1739813059;17.02.2025;17:24:19;19.8;384;0;173;20.5;19.4;
1739813961;17.02.2025;17:39:21;19.5;384;0;166;20.5;19.4;
1739814864;17.02.2025;17:54:24;19.2;384;0;140;20.5;19.4;
1739815767;17.02.2025;18:09:27;19.4;384;0;180;20.4;19.4;
1739816670;17.02.2025;18:24:30;19.3;384;0;180;20.4;19.4;
1739817572;17.02.2025;18:39:32;15.4;384;0;47;20.4;19.4;
1739818475;17.02.2025;18:54:35;15;384;0;47;20.3;19.4;
1739819378;17.02.2025;19:09:38;15;384;0;54;20.3;19.4;
1739820281;17.02.2025;19:24:41;15.1;384;0;47;20.3;19.4;
1739821183;17.02.2025;19:39:43;15.4;384;0;47;20.3;19.4;
1739822086;17.02.2025;19:54:46;15.5;384;0;47;20.3;19.4;
1739822989;17.02.2025;20:09:49;15.4;384;0;47;20.3;19.4;
1739823892;17.02.2025;20:24:52;15.4;384;0;47;20.3;19.4;
1739824794;17.02.2025;20:39:54;15.4;384;0;47;20.3;19.5;
1739825697;17.02.2025;20:54:57;15.5;384;0;47;20.3;19.5;
1739826600;17.02.2025;21:10:00;15.6;384;0;47;20.2;19.5;
1739827503;17.02.2025;21:25:03;15.5;384;0;47;20.2;19.5;
1739828405;17.02.2025;21:40:05;15.5;384;0;47;20.3;19.5;
1739829308;17.02.2025;21:55:08;15.6;384;0;47;20.2;19.5;
1739830211;17.02.2025;22:10:11;15.6;384;0;47;20.3;19.5;
1739831114;17.02.2025;22:25:14;15.5;384;0;47;20.2;19.5;
1739832016;17.02.2025;22:40:16;15.5;384;0;47;20.2;19.6;
1739832919;17.02.2025;22:55:19;15.6;384;0;47;20.2;19.6;
1739833822;17.02.2025;23:10:22;15.5;384;0;47;20.2;19.6;
1739834725;17.02.2025;23:25:25;15.5;384;0;47;20.2;19.6;
1739835627;17.02.2025;23:40:27;15.6;384;0;47;20.2;19.6;
1739836530;17.02.2025;23:55:30;15.6;384;0;47;20.2;19.6;
1739837433;18.02.2025;00:10:33;15.6;384;0;47;20.2;19.6;
1739838335;18.02.2025;00:25:35;15.6;384;0;47;20.2;19.6;
1739839238;18.02.2025;00:40:38;15.6;384;0;47;20.2;19.6;
1739840141;18.02.2025;00:55:41;15.6;384;0;47;20.2;19.6;
1739841044;18.02.2025;01:10:44;15.6;384;0;47;20.2;19.6;
1739841946;18.02.2025;01:25:46;15.5;384;0;47;20.2;19.6;
1739842849;18.02.2025;01:40:49;15.6;384;0;47;20.2;19.6;
1739843752;18.02.2025;01:55:52;15.6;384;0;47;20.2;19.6;
1739844655;18.02.2025;02:10:55;15.7;384;0;47;20.2;19.6;
1739845557;18.02.2025;02:25:57;15.6;384;0;47;20.2;19.6;
1739846460;18.02.2025;02:41:00;15.6;384;0;47;20.2;19.6;
1739847363;18.02.2025;02:56:03;15.5;384;0;47;20.2;19.6;
1739848265;18.02.2025;03:11:05;19.1;384;0;133;20.2;19.6;
1739849168;18.02.2025;03:26:08;19.9;384;0;180;20.2;19.6;
1739850071;18.02.2025;03:41:11;20.1;384;0;158;20.2;19.6;
1739850973;18.02.2025;03:56:13;20;384;0;198;20.2;19.6;
1739851876;18.02.2025;04:11:16;19.9;384;0;180;20.2;19.6;
1739852779;18.02.2025;04:26:19;19.7;384;0;187;20.1;19.6;
1739853681;18.02.2025;04:41:21;19.6;384;0;212;20.1;19.6;
1739854584;18.02.2025;04:56:24;19.4;384;0;180;20.1;19.6;
1739855487;18.02.2025;05:11:27;19.4;384;0;151;20.1;19.6;
1739856389;18.02.2025;05:26:29;18.9;384;0;194;20.1;19.6;
1739857292;18.02.2025;05:41:32;18.8;384;0;148;20.1;19.6;
1739858195;18.02.2025;05:56:35;18.9;384;0;140;20;19.6;
1739859097;18.02.2025;06:11:37;19;384;0;140;20.1;19.5;
1739860000;18.02.2025;06:26:40;19;384;0;173;20.1;19.5;
1739860903;18.02.2025;06:41:43;19;384;0;166;20.2;19.5;
1739861806;18.02.2025;06:56:46;18.8;384;0;151;20.2;19.5;
1739862708;18.02.2025;07:11:48;18.9;384;0;151;20.1;19.5;
1739863611;18.02.2025;07:26:51;18.9;384;0;180;20.2;19.5;
1739864514;18.02.2025;07:41:54;19.2;384;0;173;20.2;19.6;
1739865416;18.02.2025;07:56:56;19.2;384;0;180;20.2;19.5;
1739866319;18.02.2025;08:11:59;19.3;384;0;140;20.2;19.5;
1739867222;18.02.2025;08:27:02;19.3;384;0;205;20.2;19.5;
1739868124;18.02.2025;08:42:04;19.2;384;0;194;20.3;19.6;
1739869027;18.02.2025;08:57:07;19.5;384;0;148;20.2;19.5;
1739869929;18.02.2025;09:12:09;19.9;384;0;173;20.2;19.5;
1739870832;18.02.2025;09:27:12;20;384;0;166;20.2;19.5;
1739871735;18.02.2025;09:42:15;20.2;384;0;187;20.3;19.5;
1739872637;18.02.2025;09:57:17;20.3;384;0;166;20.2;19.5;
1739873540;18.02.2025;10:12:20;20.5;384;0;166;20.2;19.5;
1739874443;18.02.2025;10:27:23;20.7;384;0;194;20.2;19.5;
1739875346;18.02.2025;10:42:26;17.9;384;0;198;20.2;19.6;
1739876248;18.02.2025;10:57:28;20.2;384;0;158;20.3;19.5;
1739877151;18.02.2025;11:12:31;20.9;384;0;148;20.4;19.5;
1739878054;18.02.2025;11:27:34;21;384;0;166;20.3;19.7;
1739878956;18.02.2025;11:42:36;20.9;384;0;173;20.3;19.6;
1739879859;18.02.2025;11:57:39;20.9;384;0;166;20.5;19.7;
1739880762;18.02.2025;12:12:42;20.5;384;0;166;20.4;19.6;
1739881665;18.02.2025;12:27:45;20.7;384;0;205;20.3;19.6;
1739882567;18.02.2025;12:42:47;20.6;384;0;166;20.3;19.6;
1739883470;18.02.2025;12:57:50;20.7;384;0;180;20.5;19.5;
1739884373;18.02.2025;13:12:53;20.6;384;0;166;20.4;19.6;
1739885276;18.02.2025;13:27:56;20.5;384;0;198;20.4;19.5;
